PersonID,FirstName,Surname,Gender,Age,HomeDistrictID,RingID,MOTags,OffenderType,FatherName
217,Umesh,Chavan,M,29,11,,"market_area,interstate",oneoff,Nithin
218,Anitha,Rao,F,41,20,,"weapon,night_ops",oneoff,Sunil
219,Srinivas,Khan,M,42,24,,"market_area,night_ops",oneoff,Arun
220,Eshwar,Shanbhag,M,22,26,,cyber,oneoff,Puneeth
221,Ramesh,Shetty,M,24,24,,narcotics,oneoff,Abdul
222,Sandeep,Wali,M,20,17,,cyber,oneoff,Waseem
223,Nandish,Rai,M,23,19,,narcotics,oneoff,Varun
224,Prakash,Gowda,M,43,27,,"cyber,weapon",oneoff,Suresh
225,Lokesh,Chavan,M,32,18,,"market_area,cyber",oneoff,Tanveer
226,Suresh,Uppar,M,51,30,,weapon,oneoff,Eshwar
227,Umesh,Bandi,M,30,5,,"interstate,narcotics",oneoff,Puneeth
228,Tanveer,Nayaka,M,33,9,,"night_ops,vehicle",oneoff,Dinesh
229,Imran,Kattimani,M,29,24,,cyber,oneoff,Srinivas
230,Balaji,Nayaka,M,48,5,,narcotics,oneoff,Ravi
231,Mahesh,Gaonkar,M,49,9,,"weapon,interstate",oneoff,Dinesh
232,Sandeep,Jadhav,M,33,5,,cyber,oneoff,Yogesh
233,Gayathri,Bhat,F,18,28,,market_area,oneoff,Imran
234,Vinay,Rao,M,33,12,,"vehicle,weapon",oneoff,Anand
235,Usha,Devadiga,F,29,7,,"night_ops,interstate",oneoff,Chetan
236,Dhanya,Shanbhag,F,49,1,,"cyber,vehicle",oneoff,Farhan
237,Darshan,Sharma,M,36,13,,"vehicle,narcotics",oneoff,Chetan
238,Raghavendra,Sharma,M,46,16,,"vehicle,night_ops",oneoff,Omkar
239,Prakash,Reddy,M,41,8,,"vehicle,interstate",oneoff,Imran
240,Abdul,Shetty,M,40,29,,cyber,oneoff,Venkatesh
241,Varun,Murthy,M,32,29,,narcotics,oneoff,Karthik
242,Abdul,Patil,M,24,15,,market_area,oneoff,Sharath
243,Manjunath,Mallya,M,44,31,,night_ops,oneoff,Pavan
244,Girish,Angadi,M,53,30,,"market_area,cyber",oneoff,Naveen
245,Girish,Kumar,M,21,23,,night_ops,oneoff,Girish
246,Dinesh,Kumar,M,46,1,,vehicle,oneoff,Thimmaiah
247,Uday,Hegde,M,23,31,,vehicle,oneoff,Sunil
248,Nagaraj,Hegde,M,55,21,,"vehicle,interstate",oneoff,Chandru
249,Umesh,Suvarna,M,18,11,,"vehicle,interstate",oneoff,Ganesh
250,Imran,Kodagu,M,24,15,,"cyber,interstate",oneoff,Chetan
251,Thimmaiah,Mallya,M,22,5,,"narcotics,vehicle",oneoff,Puneeth
252,Praveen,Sharma,M,55,4,,"weapon,night_ops",oneoff,Nandish
253,Tanveer,Jadhav,M,31,24,,weapon,oneoff,Varun
254,Rajesh,Pawar,M,50,9,,weapon,oneoff,Uday
255,Nandish,Jadhav,M,22,17,,"narcotics,cyber",oneoff,Santosh
256,Uday,Reddy,M,55,20,,"market_area,narcotics",oneoff,Lokesh
257,Basavaraj,Shetty,M,47,24,,"market_area,weapon",oneoff,Vinay
258,Prakash,Kattimani,M,55,12,,interstate,oneoff,Ranganath
259,Salman,Rai,M,18,5,,vehicle,oneoff,Mahesh
260,Manjunath,Suvarna,M,22,14,,"weapon,market_area",oneoff,Thimmaiah
261,Dinesh,Khan,M,39,9,,"vehicle,market_area",oneoff,Ramesh
262,Venkatesh,Talawar,M,39,21,,"interstate,market_area",oneoff,Sharath
263,Sabiha,Bandi,F,26,14,,"market_area,weapon",oneoff,Sharath
264,Eshwar,Hadimani,M,40,1,,weapon,oneoff,Mahesh
265,Nagaraj,Reddy,M,54,23,,weapon,oneoff,Anil
266,Lohith,Angadi,M,22,8,,market_area,oneoff,Sunil
267,Rajesh,Kumar,M,21,16,,"vehicle,market_area",oneoff,Venkatesh
268,Praveen,Hiremath,M,25,19,,cyber,oneoff,Rizwan
269,Ranganath,Naik,M,55,29,,narcotics,oneoff,Hanumantha
270,Varun,Madiwalar,M,28,29,,night_ops,oneoff,Puneeth
271,Uma,Doddamani,F,34,22,,market_area,oneoff,Mahesh
272,Uday,Bandi,M,45,9,,"night_ops,weapon",oneoff,Prakash
273,Noor,Acharya,F,48,19,,cyber,oneoff,Farhan
274,Sahana,Badiger,F,44,3,,cyber,oneoff,Yogesh
275,Nagaraj,Kumar,M,55,23,,"vehicle,market_area",repeat,Anil
276,Praveen,Patil,M,37,27,,narcotics,oneoff,Arun
277,Raghavendra,Devadiga,M,44,2,,cyber,oneoff,Nagaraj
278,Farhan,Sharma,M,48,12,,"market_area,narcotics",oneoff,Nagaraj
279,Karthik,Belagavi,M,47,31,,"narcotics,cyber",oneoff,Girish
280,Chandru,Hadimani,M,50,8,,weapon,oneoff,Eshwar
281,Tanveer,Pawar,M,53,17,,"cyber,vehicle",oneoff,Pavan
282,Jagadish,Murthy,M,23,20,,"market_area,night_ops",oneoff,Jagadish
283,Waseem,Talawar,M,51,7,,"vehicle,market_area",oneoff,Yogesh
284,Ravi,Uppar,M,19,28,,"interstate,night_ops",oneoff,Chandru
285,Sharath,Hiremath,M,22,5,,night_ops,oneoff,Darshan
286,Naveen,Devadiga,M,38,24,,"night_ops,market_area",oneoff,Devaraj
287,Ganesh,Shetty,M,36,10,,"vehicle,interstate",oneoff,Manjunath
288,Eshwar,Kodagu,M,29,20,,"cyber,interstate",oneoff,Basavaraj
289,Sandeep,Madiwalar,M,44,5,,vehicle,oneoff,Srinivas
290,Tanveer,Talawar,M,29,24,,weapon,oneoff,Pavan
291,Jagadish,Gaonkar,M,29,3,,"market_area,interstate",oneoff,Venkatesh
292,Geetha,Badiger,F,32,22,,"market_area,night_ops",oneoff,Mohammed
293,Chetan,Khan,M,34,23,,narcotics,oneoff,Lokesh
294,Bharathi,Murthy,F,47,27,,night_ops,oneoff,Yogesh
295,Harish,Nayaka,M,23,22,,market_area,oneoff,Chetan
296,Yashwanth,Lamani,M,51,12,,weapon,oneoff,Eshwar
297,Venkatesh,Talawar,M,22,25,,cyber,repeat,Srinivas
298,Nithin,Talawar,M,23,3,,narcotics,oneoff,Prakash
299,Chaitra,Rao,F,43,5,,vehicle,oneoff,Darshan
300,Yogesh,Acharya,M,20,22,,"narcotics,market_area",oneoff,Salman
301,Hanumantha,Jadhav,M,20,20,,cyber,oneoff,Farhan
302,Kavya,Kulkarni,F,19,1,,night_ops,oneoff,Yashwanth
303,Vinay,Desai,M,37,8,,night_ops,oneoff,Suresh
304,Gopal,Hegde,M,34,2,,cyber,oneoff,Farhan
305,Zameer,Murthy,M,34,20,,night_ops,oneoff,Anand
306,Arun,Hegde,M,25,26,,"narcotics,interstate",oneoff,Madhu
307,Srinivas,Mallya,M,42,26,,narcotics,oneoff,Yogesh
308,Dinesh,Madiwalar,M,18,7,,"night_ops,narcotics",oneoff,Suresh
309,Imran,Chavan,M,42,19,,interstate,oneoff,Rajesh
310,Vani,Kulkarni,F,21,29,,vehicle,repeat,Arun
311,Pavan,Rai,M,54,19,,"night_ops,cyber",oneoff,Chetan
312,Waseem,Suvarna,M,48,31,,"interstate,cyber",oneoff,Santosh
313,Karthik,Pujari,M,48,21,,"cyber,narcotics",oneoff,Devaraj
314,Salman,Murthy,M,42,29,,"vehicle,night_ops",oneoff,Venkatesh
315,Madhu,Pawar,M,30,21,,interstate,oneoff,Balaji
316,Nithin,Madiwalar,M,46,22,,vehicle,oneoff,Sandeep
317,Thimmaiah,Hegde,M,24,24,,"cyber,night_ops",oneoff,Ranganath
318,Dinesh,Desai,M,47,22,,narcotics,oneoff,Uday
319,Arun,Rao,M,54,19,,"narcotics,weapon",oneoff,Anil
320,Sunil,Kattimani,M,51,7,,market_area,oneoff,Naveen
321,Latha,Naik,F,29,24,,"vehicle,night_ops",oneoff,Nandish
322,Mahesh,Chavan,M,45,21,,market_area,oneoff,Gopal
323,Venkatesh,Hadimani,M,52,27,,vehicle,oneoff,Praveen
324,Chandru,Acharya,M,22,23,,narcotics,oneoff,Sunil
325,Anil,Hiremath,M,35,16,,weapon,oneoff,Eshwar
326,Ranganath,Pawar,M,39,30,,"night_ops,vehicle",oneoff,Imran
327,Sunil,Hiremath,M,41,13,,interstate,oneoff,Nagaraj
328,Dinesh,Pujari,M,34,11,,"interstate,vehicle",oneoff,Devaraj
329,Waseem,Iyer,M,24,29,,cyber,oneoff,Anand
330,Harini,Kodagu,F,21,3,,"market_area,night_ops",repeat,Uday
331,Ishwarya,Hadimani,F,50,23,,cyber,oneoff,Jagadish
332,Harish,Rao,M,52,31,,cyber,oneoff,Mohammed
333,Sandeep,Hadimani,M,24,29,,cyber,oneoff,Salman
334,Karthik,Acharya,M,42,3,,cyber,oneoff,Srinivas
335,Rizwan,Devadiga,M,52,1,,"narcotics,vehicle",oneoff,Waseem
336,Arun,Uppar,M,30,10,,"narcotics,vehicle",oneoff,Basavaraj
337,Lohith,Khan,M,34,16,,"cyber,night_ops",oneoff,Vinay
338,Lokesh,Rao,M,30,26,,vehicle,oneoff,Uday
339,Varun,Kumar,M,37,25,,"night_ops,vehicle",oneoff,Uday
340,Mohammed,Murthy,M,45,22,,"night_ops,interstate",oneoff,Thimmaiah
341,Pooja,Bhat,F,36,8,,cyber,oneoff,Rizwan
342,Sandeep,Khan,M,54,12,,"narcotics,market_area",oneoff,Pavan
343,Mahesh,Rai,M,33,26,,market_area,oneoff,Lokesh
344,Karthik,Mudaliar,M,24,4,,cyber,oneoff,Zameer
345,Nandish,Bandi,M,41,6,,weapon,oneoff,Darshan
346,Eshwar,Acharya,M,27,4,,cyber,oneoff,Chetan
347,Arun,Bhat,M,47,5,,night_ops,oneoff,Waseem
348,Naveen,Gowda,M,43,5,,vehicle,oneoff,Lohith
349,Dinesh,Hadimani,M,41,12,,"weapon,market_area",oneoff,Vijay
350,Imran,Desai,M,44,20,,interstate,oneoff,Srinivas
351,Nandish,Iyer,M,55,9,,vehicle,oneoff,Salman
352,Ranganath,Patil,M,50,5,,"weapon,cyber",oneoff,Ramesh
353,Nithin,Kulkarni,M,19,2,,"narcotics,weapon",oneoff,Basavaraj
354,Arun,Doddamani,M,40,5,,weapon,oneoff,Mohammed
355,Suresh,Iyer,M,33,26,,"weapon,interstate",oneoff,Jagadish
356,Fatima,Lamani,F,22,26,,"weapon,vehicle",oneoff,Lokesh
357,Dinesh,Badiger,M,44,4,,vehicle,oneoff,Rajesh
358,Lokesh,Chavan,M,21,3,,vehicle,oneoff,Darshan
359,Jagadish,Patil,M,51,20,,narcotics,oneoff,Uday
360,Raghavendra,Wali,M,37,24,,"narcotics,interstate",oneoff,Naveen
361,Farhan,Badiger,M,33,24,,vehicle,oneoff,Madhu
362,Umesh,Shetty,M,48,15,,"narcotics,market_area",oneoff,Ganesh
363,Srinivas,Murthy,M,42,21,,narcotics,oneoff,Darshan
364,Vijay,Salian,M,48,14,,"cyber,narcotics",oneoff,Tanveer
365,Rachana,Belagavi,F,27,2,,cyber,oneoff,Varun
366,Yashoda,Devadiga,F,53,23,,"interstate,weapon",oneoff,Nagaraj
367,Sandeep,Jadhav,M,36,24,,cyber,oneoff,Naveen
368,Hemalatha,Gowda,F,20,17,,cyber,oneoff,Ramesh
369,Puneeth,Kodagu,M,49,19,,night_ops,oneoff,Lohith
370,Balaji,Hadimani,M,54,26,,"market_area,weapon",oneoff,Omkar
371,Karthik,Pawar,M,26,17,,"night_ops,narcotics",oneoff,Anand
372,Abdul,Kattimani,M,25,15,,night_ops,oneoff,Mahesh
373,Yashwanth,Murthy,M,51,21,,"narcotics,cyber",oneoff,Venkatesh
374,Yogesh,Jadhav,M,50,26,,"interstate,night_ops",oneoff,Sharath
375,Pooja,Sharma,F,46,19,,night_ops,oneoff,Karthik
